cleaned_full_text,indexed_text
infotransjakarta layanan mikrotrans jak jl industri raya asmi mengalami pengalihan rute dikarenakan adanya penutupan jalan di sekitar jl sunter jaya a sementara arah asmi tidak melayani bus stop komp sunter jaya a sd jl h amsir jaki perlutahu jak,[0]infotransjakarta [1]layanan [2]mikrotrans [3]jak [4]jl [5]industri [6]raya [7]asmi [8]mengalami [9]pengalihan [10]rute [11]dikarenakan [12]adanya [13]penutupan [14]jalan [15]di [16]sekitar [17]jl [18]sunter [19]jaya [20]a [21]sementara [22]arah [23]asmi [24]tidak [25]melayani [26]bus [27]stop [28]komp [29]sunter [30]jaya [31]a [32]sd [33]jl [34]h [35]amsir [36]jaki [37]perlutahu [38]jak
gue tidur di tj aja sampe betanda gini njirsangking pulesnya,[0]gue [1]tidur [2]di [3]tj [4]aja [5]sampe [6]betanda [7]gini [8]njirsangking [9]pulesnya
hal terbodoh pagi ini adalah aku gak bawa kartu akses masuk kantor dan busway,[0]hal [1]terbodoh [2]pagi [3]ini [4]adalah [5]aku [6]gak [7]bawa [8]kartu [9]akses [10]masuk [11]kantor [12]dan [13]busway
min besok bus d ada pengalihan ngga ya,[0]min [1]besok [2]bus [3]d [4]ada [5]pengalihan [6]ngga [7]ya
tadi gue balik kampus naik tj trs tjnya baru jalan kan otomatis pada agak ngejomplang ini ada cewe langsung megang cowonya kan lah guamah apalah hanya bisa memegang diri gua sendiri sedih ngik ngik ngik ngik,[0]tadi [1]gue [2]balik [3]kampus [4]naik [5]tj [6]trs [7]tjnya [8]baru [9]jalan [10]kan [11]otomatis [12]pada [13]agak [14]ngejomplang [15]ini [16]ada [17]cewe [18]langsung [19]megang [20]cowonya [21]kan [22]lah [23]guamah [24]apalah [25]hanya [26]bisa [27]memegang [28]diri [29]gua [30]sendiri [31]sedih [32]ngik [33]ngik [34]ngik [35]ngik
tadi di tj kocak bgt fayeee,[0]tadi [1]di [2]tj [3]kocak [4]bgt [5]fayeee
ntar dibikin aturannya malah pemerintah dibilang otoriter kalo mau otoriter skalian masuk jalur busway hukum mobil sama motornya dibakar,[0]ntar [1]dibikin [2]aturannya [3]malah [4]pemerintah [5]dibilang [6]otoriter [7]kalo [8]mau [9]otoriter [10]skalian [11]masuk [12]jalur [13]busway [14]hukum [15]mobil [16]sama [17]motornya [18]dibakar
untuk pertama kali naik bus c tujuan sudirman dari pramuka setelah pengamatan selama perjalanan banyak penumpang tidak melakukan tap kartu berarti tidak ada pemasukan kepada kenapa ga ngetap sengaja gak bayar,[0]untuk [1]pertama [2]kali [3]naik [4]bus [5]c [6]tujuan [7]sudirman [8]dari [9]pramuka [10]setelah [11]pengamatan [12]selama [13]perjalanan [14]banyak [15]penumpang [16]tidak [17]melakukan [18]tap [19]kartu [20]berarti [21]tidak [22]ada [23]pemasukan [24]kepada [25]kenapa [26]ga [27]ngetap [28]sengaja [29]gak [30]bayar
semoga makin sering event konseran di lapangan aldiron pancoran akses gampang ada transportasi umum busway sama lrt kalo mau nonton tinggal jalan kaki hari ini kedengeran musiknya dari rumah,[0]semoga [1]makin [2]sering [3]event [4]konseran [5]di [6]lapangan [7]aldiron [8]pancoran [9]akses [10]gampang [11]ada [12]transportasi [13]umum [14]busway [15]sama [16]lrt [17]kalo [18]mau [19]nonton [20]tinggal [21]jalan [22]kaki [23]hari [24]ini [25]kedengeran [26]musiknya [27]dari [28]rumah
halo min c paling terakhir dari st tebet jam berapa ya,[0]halo [1]min [2]c [3]paling [4]terakhir [5]dari [6]st [7]tebet [8]jam [9]berapa [10]ya
seongih komplek ngedate tj wisata itu,[0]seongih [1]komplek [2]ngedate [3]tj [4]wisata [5]itu
kebakaran di pemukiman di pintu barat pintu ka bandara halte busway manggarai pasar rumput ga beroperasi,[0]kebakaran [1]di [2]pemukiman [3]di [4]pintu [5]barat [6]pintu [7]ka [8]bandara [9]halte [10]busway [11]manggarai [12]pasar [13]rumput [14]ga [15]beroperasi
taro di halte busway stasiun kereta plis stasiun transit dulu aja gapapa,[0]taro [1]di [2]halte [3]busway [4]stasiun [5]kereta [6]plis [7]stasiun [8]transit [9]dulu [10]aja [11]gapapa
plis ini udah saatnya nct mampir ke aeon mall tj barat nanti aku traktir deh beneran,[0]plis [1]ini [2]udah [3]saatnya [4]nct [5]mampir [6]ke [7]aeon [8]mall [9]tj [10]barat [11]nanti [12]aku [13]traktir [14]deh [15]beneran
hari ini aku geret geret koper sendiri dari mrt pindah krl pindah transjakarta mana harus naik tanggga beberapa kali karena gaada lift capek tapi seru remind me waktu geret geret koper di singapore anjir itu capek bgt sampe demam tapi seru aku pengen lagi geret koper di,[0]hari [1]ini [2]aku [3]geret [4]geret [5]koper [6]sendiri [7]dari [8]mrt [9]pindah [10]krl [11]pindah [12]transjakarta [13]mana [14]harus [15]naik [16]tanggga [17]beberapa [18]kali [19]karena [20]gaada [21]lift [22]capek [23]tapi [24]seru [25]remind [26]me [27]waktu [28]geret [29]geret [30]koper [31]di [32]singapore [33]anjir [34]itu [35]capek [36]bgt [37]sampe [38]demam [39]tapi [40]seru [41]aku [42]pengen [43]lagi [44]geret [45]koper [46]di
halo min untuk tanggal oktober apakah koridor h melayani halte kemanggisan,[0]halo [1]min [2]untuk [3]tanggal [4]oktober [5]apakah [6]koridor [7]h [8]melayani [9]halte [10]kemanggisan
ketemu lgi sama busway kematian nempelin stella,[0]ketemu [1]lgi [2]sama [3]busway [4]kematian [5]nempelin [6]stella
min liat tracking jaklingko yg akurat dmn ya,[0]min [1]liat [2]tracking [3]jaklingko [4]yg [5]akurat [6]dmn [7]ya
ada apakah dengan angin europe copenhagen yang membuat haechanhobi postink eniwei busway makasie pap hari minggunyah,[0]ada [1]apakah [2]dengan [3]angin [4]europe [5]copenhagen [6]yang [7]membuat [8]haechanhobi [9]postink [10]eniwei [11]busway [12]makasie [13]pap [14]hari [15]minggunyah
turun di grogol reformasi mau lanjut ke jelambar naik bus kode brp min,[0]turun [1]di [2]grogol [3]reformasi [4]mau [5]lanjut [6]ke [7]jelambar [8]naik [9]bus [10]kode [11]brp [12]min
gue tuh kalo naik mrt males duduk bikos jarak stasiunya deket kalo naik krl jarak stasiun jauh gue bakal nyusurin gerbong demi bisa duduk bsd sampe tanah abang lumayan banget kalo naik busway gue pernah kelempar ke depan waktu sopirnya rem mendadak jadi kudu duduk,[0]gue [1]tuh [2]kalo [3]naik [4]mrt [5]males [6]duduk [7]bikos [8]jarak [9]stasiunya [10]deket [11]kalo [12]naik [13]krl [14]jarak [15]stasiun [16]jauh [17]gue [18]bakal [19]nyusurin [20]gerbong [21]demi [22]bisa [23]duduk [24]bsd [25]sampe [26]tanah [27]abang [28]lumayan [29]banget [30]kalo [31]naik [32]busway [33]gue [34]pernah [35]kelempar [36]ke [37]depan [38]waktu [39]sopirnya [40]rem [41]mendadak [42]jadi [43]kudu [44]duduk
gue adalah riku ketika nunggu tj lama bgt,[0]gue [1]adalah [2]riku [3]ketika [4]nunggu [5]tj [6]lama [7]bgt
kapan hari papasan dgn farhan penyiar di halte lrt beliau baru turun dr busway mau naik lrt sayang aja dia ga buat konten kyk si mas presenter yg satunya itu,[0]kapan [1]hari [2]papasan [3]dgn [4]farhan [5]penyiar [6]di [7]halte [8]lrt [9]beliau [10]baru [11]turun [12]dr [13]busway [14]mau [15]naik [16]lrt [17]sayang [18]aja [19]dia [20]ga [21]buat [22]konten [23]kyk [24]si [25]mas [26]presenter [27]yg [28]satunya [29]itu
hai kak saat ini layanan mikrotrans jak kramat jati bambu apus beroperasi melayani pelanggan untuk mengetahui posisi bus dan fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih rj,[0]hai [1]kak [2]saat [3]ini [4]layanan [5]mikrotrans [6]jak [7]kramat [8]jati [9]bambu [10]apus [11]beroperasi [12]melayani [13]pelanggan [14]untuk [15]mengetahui [16]posisi [17]bus [18]dan [19]fitur [20]perencanaan [21]perjalanan [22]kakak [23]dapat [24]mengunduh [25]aplikasi [26]tj [27]transjakarta [28]pada [29]playstore [30]atau [31]appstore [32]ya [33]kak [34]terima [35]kasih [36]rj
hai kak koridor dan rute s beroperasi normal melayani pelanggan untuk mengetahui posisi bus dan fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih dn,[0]hai [1]kak [2]koridor [3]dan [4]rute [5]s [6]beroperasi [7]normal [8]melayani [9]pelanggan [10]untuk [11]mengetahui [12]posisi [13]bus [14]dan [15]fitur [16]perencanaan [17]perjalanan [18]kakak [19]dapat [20]mengunduh [21]aplikasi [22]tj [23]transjakarta [24]pada [25]playstore [26]atau [27]appstore [28]ya [29]kak [30]terima [31]kasih [32]dn
apakah kata seluruh disitu termasuk juga bayar tol bayar parkir di mall bayar kereta api dan busway jajan perkedel bondon di tapsion bandung bayar pake keris belanja leh oleh kurupuk bondon di ojolali bayar pake keris dll klo iya artinya kita sedang dipalakin,[0]apakah [1]kata [2]seluruh [3]disitu [4]termasuk [5]juga [6]bayar [7]tol [8]bayar [9]parkir [10]di [11]mall [12]bayar [13]kereta [14]api [15]dan [16]busway [17]jajan [18]perkedel [19]bondon [20]di [21]tapsion [22]bandung [23]bayar [24]pake [25]keris [26]belanja [27]leh [28]oleh [29]kurupuk [30]bondon [31]di [32]ojolali [33]bayar [34]pake [35]keris [36]dll [37]klo [38]iya [39]artinya [40]kita [41]sedang [42]dipalakin
izin bertanya min dari bsd ke halte busway kayu putih rawasari naik tj jurusan mana aja ya terima kasih,[0]izin [1]bertanya [2]min [3]dari [4]bsd [5]ke [6]halte [7]busway [8]kayu [9]putih [10]rawasari [11]naik [12]tj [13]jurusan [14]mana [15]aja [16]ya [17]terima [18]kasih
kk pariz kerov kurac tj shorts,[0]kk [1]pariz [2]kerov [3]kurac [4]tj [5]shorts
kuat ga ya balik naik busway,[0]kuat [1]ga [2]ya [3]balik [4]naik [5]busway
ini busway keknya rp lagi deh rame bgt gua liat ya ampe desekdesekan,[0]ini [1]busway [2]keknya [3]rp [4]lagi [5]deh [6]rame [7]bgt [8]gua [9]liat [10]ya [11]ampe [12]desekdesekan
anjinkkkk gw nangis beneran di tj ada yang mirip datuk,[0]anjinkkkk [1]gw [2]nangis [3]beneran [4]di [5]tj [6]ada [7]yang [8]mirip [9]datuk
transjakarta mana yg ada ni cowo,[0]transjakarta [1]mana [2]yg [3]ada [4]ni [5]cowo
halo admin pulang kerja aku naik jak ini serius beberapa armada kalian pasang iklan full body aplikasi pinjol,[0]halo [1]admin [2]pulang [3]kerja [4]aku [5]naik [6]jak [7]ini [8]serius [9]beberapa [10]armada [11]kalian [12]pasang [13]iklan [14]full [15]body [16]aplikasi [17]pinjol
now imagine setiap hari turun di stasiun cawang yang eskalatornya cuman satu tangga ke arah busway dan lrt cuman satu mirip gang senggol ngantri sepanjang kenangan lift rusak sampai tiga bulan lebih habis itu naik transjakarta pun macet karena pengendara motor model begini,[0]now [1]imagine [2]setiap [3]hari [4]turun [5]di [6]stasiun [7]cawang [8]yang [9]eskalatornya [10]cuman [11]satu [12]tangga [13]ke [14]arah [15]busway [16]dan [17]lrt [18]cuman [19]satu [20]mirip [21]gang [22]senggol [23]ngantri [24]sepanjang [25]kenangan [26]lift [27]rusak [28]sampai [29]tiga [30]bulan [31]lebih [32]habis [33]itu [34]naik [35]transjakarta [36]pun [37]macet [38]karena [39]pengendara [40]motor [41]model [42]begini
bwntar w masih cari busway dlu,[0]bwntar [1]w [2]masih [3]cari [4]busway [5]dlu
berdiri di busway yg penuh pke heels cm,[0]berdiri [1]di [2]busway [3]yg [4]penuh [5]pke [6]heels [7]cm
bismillahirrahmanirrahin semoga kagak nyasar naik tj,[0]bismillahirrahmanirrahin [1]semoga [2]kagak [3]nyasar [4]naik [5]tj
baru setahunan masih ada tahun lagi tapi tiap naik public transport kek gini langsung ngerasa kek ntar ga bisa lagi ngerasain kenyamanan daily life traveling terbayang antri dan sesaknya bercommuter di jakarta lamanya waktu tunggu busway macetnya perjalanan pulang,[0]baru [1]setahunan [2]masih [3]ada [4]tahun [5]lagi [6]tapi [7]tiap [8]naik [9]public [10]transport [11]kek [12]gini [13]langsung [14]ngerasa [15]kek [16]ntar [17]ga [18]bisa [19]lagi [20]ngerasain [21]kenyamanan [22]daily [23]life [24]traveling [25]terbayang [26]antri [27]dan [28]sesaknya [29]bercommuter [30]di [31]jakarta [32]lamanya [33]waktu [34]tunggu [35]busway [36]macetnya [37]perjalanan [38]pulang
ini gimana ya lagi rame pengguna tj hari ini malah bis a ga dateng udah setengah jam lebih mana dilayar pemberitahuan katanya ada menitan lagi armadanya lagi dmnabengkel kah,[0]ini [1]gimana [2]ya [3]lagi [4]rame [5]pengguna [6]tj [7]hari [8]ini [9]malah [10]bis [11]a [12]ga [13]dateng [14]udah [15]setengah [16]jam [17]lebih [18]mana [19]dilayar [20]pemberitahuan [21]katanya [22]ada [23]menitan [24]lagi [25]armadanya [26]lagi [27]dmnabengkel [28]kah
min ab sudah beroperasi belum di balai kota,[0]min [1]ab [2]sudah [3]beroperasi [4]belum [5]di [6]balai [7]kota
random banget anying cuma pake baju tidur sama sendal jepit naik busway mau ke mall,[0]random [1]banget [2]anying [3]cuma [4]pake [5]baju [6]tidur [7]sama [8]sendal [9]jepit [10]naik [11]busway [12]mau [13]ke [14]mall
contoh pengendara motor yang menyesal masuk jalur busway karena dikiranya akan lebih cepat dan lengang dibanding jalur kendaraan lain mereka terjebak di antrean bus tj sekitar mnt ilustrasinya ya yang harusnya mereka udah sampai cikoko tapi masih stuck di pancoran,[0]contoh [1]pengendara [2]motor [3]yang [4]menyesal [5]masuk [6]jalur [7]busway [8]karena [9]dikiranya [10]akan [11]lebih [12]cepat [13]dan [14]lengang [15]dibanding [16]jalur [17]kendaraan [18]lain [19]mereka [20]terjebak [21]di [22]antrean [23]bus [24]tj [25]sekitar [26]mnt [27]ilustrasinya [28]ya [29]yang [30]harusnya [31]mereka [32]udah [33]sampai [34]cikoko [35]tapi [36]masih [37]stuck [38]di [39]pancoran
rt ini seperti ga ada solusi setiap hari di biarkan macet dari keluar halim yang disebabkan bottleneck dan transjakarta juga ikut terimbas,[0]rt [1]ini [2]seperti [3]ga [4]ada [5]solusi [6]setiap [7]hari [8]di [9]biarkan [10]macet [11]dari [12]keluar [13]halim [14]yang [15]disebabkan [16]bottleneck [17]dan [18]transjakarta [19]juga [20]ikut [21]terimbas
admin kalo mau ke tokopedia tower ciputra world dari pinang ranti nanti turun dimana trus lanjut naik apa lagi,[0]admin [1]kalo [2]mau [3]ke [4]tokopedia [5]tower [6]ciputra [7]world [8]dari [9]pinang [10]ranti [11]nanti [12]turun [13]dimana [14]trus [15]lanjut [16]naik [17]apa [18]lagi
gara sudirman di tutup transjakarta non brt ga masuk sudirman anjimek terpaksa ngikut sampe tanah abang,[0]gara [1]sudirman [2]di [3]tutup [4]transjakarta [5]non [6]brt [7]ga [8]masuk [9]sudirman [10]anjimek [11]terpaksa [12]ngikut [13]sampe [14]tanah [15]abang
sore min di bus stop selapa polri tuh biarpun busnya depan belakang yg belakang ga bisa buka pintunya amp harus nunggu depannya jalan dulu udah ada yg bilang mau transit ke bis depannya tetep ga dibukain udahannya nunggu lama lagi,[0]sore [1]min [2]di [3]bus [4]stop [5]selapa [6]polri [7]tuh [8]biarpun [9]busnya [10]depan [11]belakang [12]yg [13]belakang [14]ga [15]bisa [16]buka [17]pintunya [18]amp [19]harus [20]nunggu [21]depannya [22]jalan [23]dulu [24]udah [25]ada [26]yg [27]bilang [28]mau [29]transit [30]ke [31]bis [32]depannya [33]tetep [34]ga [35]dibukain [36]udahannya [37]nunggu [38]lama [39]lagi
hai kak apabila tidak melakukan tap out pada saat menggunakan layanan transjakarta maka kartu akan terreset otomatis pada saat tap in diperjalanan berikutnya dengan pemotongan saldo sesuai dengan tarif pada perjalanan sebelumnya ya kak terima kasih yj,[0]hai [1]kak [2]apabila [3]tidak [4]melakukan [5]tap [6]out [7]pada [8]saat [9]menggunakan [10]layanan [11]transjakarta [12]maka [13]kartu [14]akan [15]terreset [16]otomatis [17]pada [18]saat [19]tap [20]in [21]diperjalanan [22]berikutnya [23]dengan [24]pemotongan [25]saldo [26]sesuai [27]dengan [28]tarif [29]pada [30]perjalanan [31]sebelumnya [32]ya [33]kak [34]terima [35]kasih [36]yj
di replies banyak yg nyalahin penegak hukum pdhl mah kalo dari individunya udah sadar diri dan gak tolol tanpa penegak hukum pun gak bakal ada itu yg nerobos busway wkwkw ga heran ni negara susah maju,[0]di [1]replies [2]banyak [3]yg [4]nyalahin [5]penegak [6]hukum [7]pdhl [8]mah [9]kalo [10]dari [11]individunya [12]udah [13]sadar [14]diri [15]dan [16]gak [17]tolol [18]tanpa [19]penegak [20]hukum [21]pun [22]gak [23]bakal [24]ada [25]itu [26]yg [27]nerobos [28]busway [29]wkwkw [30]ga [31]heran [32]ni [33]negara [34]susah [35]maju
sore tadi naik c dgn armada mb tolong dilakukan pengecekan dan perbaikan agak ngeri liatnya goyang lewat jalan bergelombang,[0]sore [1]tadi [2]naik [3]c [4]dgn [5]armada [6]mb [7]tolong [8]dilakukan [9]pengecekan [10]dan [11]perbaikan [12]agak [13]ngeri [14]liatnya [15]goyang [16]lewat [17]jalan [18]bergelombang
exclusive nagkunwaring pasyente ang isang lalaki para makadaan sa edsa busway ang sinasakyang ambulansya ang ambulansya nakabukas pa ang wangwang,[0]exclusive [1]nagkunwaring [2]pasyente [3]ang [4]isang [5]lalaki [6]para [7]makadaan [8]sa [9]edsa [10]busway [11]ang [12]sinasakyang [13]ambulansya [14]ang [15]ambulansya [16]nakabukas [17]pa [18]ang [19]wangwang
pinggang mo copot bediri di busway,[0]pinggang [1]mo [2]copot [3]bediri [4]di [5]busway
salah satu megahubnya sistem transjakarta plus metrotrans dkk kan blok m belum mrt yang ternyata rame walaupun tarifnya agak wadidau,[0]salah [1]satu [2]megahubnya [3]sistem [4]transjakarta [5]plus [6]metrotrans [7]dkk [8]kan [9]blok [10]m [11]belum [12]mrt [13]yang [14]ternyata [15]rame [16]walaupun [17]tarifnya [18]agak [19]wadidau
bus trans jak beroperasi di busway agar lancar tapi kendaraan lain dilarang kewat busway pelanggaran mash marak cara arasi gampang buat saja operasi trns jak secara contra flow non trans jak mau lewat silahkan,[0]bus [1]trans [2]jak [3]beroperasi [4]di [5]busway [6]agar [7]lancar [8]tapi [9]kendaraan [10]lain [11]dilarang [12]kewat [13]busway [14]pelanggaran [15]mash [16]marak [17]cara [18]arasi [19]gampang [20]buat [21]saja [22]operasi [23]trns [24]jak [25]secara [26]contra [27]flow [28]non [29]trans [30]jak [31]mau [32]lewat [33]silahkan
aaaa gue lagi di busway gk bisa teriak,[0]aaaa [1]gue [2]lagi [3]di [4]busway [5]gk [6]bisa [7]teriak
busway lama bgt anj,[0]busway [1]lama [2]bgt [3]anj
halo gni ini boleh ya ada d halte ga cman d satu halte lho ini d halte jelambar,[0]halo [1]gni [2]ini [3]boleh [4]ya [5]ada [6]d [7]halte [8]ga [9]cman [10]d [11]satu [12]halte [13]lho [14]ini [15]d [16]halte [17]jelambar
emoney hilang pas tds akhirnya bikin ini aja ada yg mau juga persiapan bloom jakarta nih udah tenang sekarang bisa naik krlbusway lagi ke venue,[0]emoney [1]hilang [2]pas [3]tds [4]akhirnya [5]bikin [6]ini [7]aja [8]ada [9]yg [10]mau [11]juga [12]persiapan [13]bloom [14]jakarta [15]nih [16]udah [17]tenang [18]sekarang [19]bisa [20]naik [21]krlbusway [22]lagi [23]ke [24]venue
polisi buru pria bertopi yang adang bus transjakarta sambil bawa sajam di sarinah,[0]polisi [1]buru [2]pria [3]bertopi [4]yang [5]adang [6]bus [7]transjakarta [8]sambil [9]bawa [10]sajam [11]di [12]sarinah
beda ya vibe pulang kerja kalo hari jumat biasanya di busway banyak yg tidur eh pas bangun cuma gue aja yg tidur terus kalo keluar gak desekdesekan pada santai,[0]beda [1]ya [2]vibe [3]pulang [4]kerja [5]kalo [6]hari [7]jumat [8]biasanya [9]di [10]busway [11]banyak [12]yg [13]tidur [14]eh [15]pas [16]bangun [17]cuma [18]gue [19]aja [20]yg [21]tidur [22]terus [23]kalo [24]keluar [25]gak [26]desekdesekan [27]pada [28]santai
rangkuman kasus gus zizan dengan zoe busway selingkuh terus cwipokan di club a threads,[0]rangkuman [1]kasus [2]gus [3]zizan [4]dengan [5]zoe [6]busway [7]selingkuh [8]terus [9]cwipokan [10]di [11]club [12]a [13]threads
ttp ngehype dgn satu tgn dan diri di tj,[0]ttp [1]ngehype [2]dgn [3]satu [4]tgn [5]dan [6]diri [7]di [8]tj
gak salah ini gua denger suara jangkrik di transjakarta,[0]gak [1]salah [2]ini [3]gua [4]denger [5]suara [6]jangkrik [7]di [8]transjakarta
ke bocah bgt ya kedepan rumah naik busway ajandah seneng wkwkwk,[0]ke [1]bocah [2]bgt [3]ya [4]kedepan [5]rumah [6]naik [7]busway [8]ajandah [9]seneng [10]wkwkwk
busway rute blok m meruya ini emang waktu tunggunya bisa sekitar menit di csw ya masalahnya dimana deh armadanya kurang apa timingnya gak pas apa gimana dari saya yang berdiri di csw udah menit menyaksikan bus arah pesanggrahan dan rempoa lewat,[0]busway [1]rute [2]blok [3]m [4]meruya [5]ini [6]emang [7]waktu [8]tunggunya [9]bisa [10]sekitar [11]menit [12]di [13]csw [14]ya [15]masalahnya [16]dimana [17]deh [18]armadanya [19]kurang [20]apa [21]timingnya [22]gak [23]pas [24]apa [25]gimana [26]dari [27]saya [28]yang [29]berdiri [30]di [31]csw [32]udah [33]menit [34]menyaksikan [35]bus [36]arah [37]pesanggrahan [38]dan [39]rempoa [40]lewat
